order_id,order_date,customer_id,order_status,product_id
74,2024-12-23,3103,Delivered,45
75,2024-08-31,1400,Pending,580
76,2025-11-15,1230,Delivered,149
77,2024-08-09,1466,Shipped,53
78,2024-08-04,3438,Delivered,748
79,2025-11-12,3656,Delivered,186
80,2025-11-20,964,Pending,984
81,2024-07-11,1662,Delivered,784
82,2024-11-13,2074,Delivered,510
83,2025-02-04,4085,Delivered,6
84,2025-01-11,4981,Pending,244
85,2026-06-09,1777,Delivered,488
86,2025-07-07,3718,Delivered,82
87,2024-07-14,4926,Delivered,251
88,2025-10-05,4484,Delivered,644
89,2025-02-15,4568,Shipped,213
90,2025-07-26,401,Delivered,57
91,2026-05-28,2860,Delivered,875
92,2025-08-26,266,Delivered,859
93,2024-11-10,4943,Delivered,943
94,2025-10-08,719,Delivered,427
95,2026-01-26,1461,Delivered,292
96,2025-07-27,4874,Delivered,576
97,2025-12-21,1454,Returned,768
98,2025-01-28,4743,Delivered,37
99,2025-11-08,763,Shipped,331
100,2026-04-07,3020,Pending,840
101,2024-08-01,555,Shipped,864
102,2025-06-20,4510,Delivered,483
103,2026-04-04,1103,Delivered,881
104,2025-12-11,2249,Delivered,424
105,2025-02-10,4298,Delivered,215
106,2025-09-20,477,Delivered,748
107,2025-10-03,4334,Cancelled,496
108,2024-09-05,4955,Returned,724
109,2024-12-30,2353,Delivered,869
110,2024-06-29,2593,Delivered,589
111,2025-06-28,2899,Pending,630
112,2024-10-08,4610,Delivered,747
113,2024-06-30,4078,Delivered,185
114,2025-01-05,4993,Delivered,298
115,2025-11-05,1586,Delivered,25
116,2025-02-05,3809,Delivered,121
117,2025-12-02,1699,Shipped,425
118,2024-07-10,3392,Delivered,359
119,2025-10-03,4591,Shipped,218
120,2024-08-26,93,Delivered,707
121,2025-01-31,2308,Delivered,70
122,2024-11-28,2522,Delivered,564
123,2024-12-28,2654,Shipped,117
124,2024-10-11,2731,Delivered,742
125,2025-09-24,4661,Delivered,30
126,2026-01-31,1439,Delivered,854
127,2024-10-18,2769,Pending,491
128,2025-09-15,3888,Shipped,662
129,2025-07-28,1113,Delivered,643
130,2025-07-28,3774,Pending,550
131,2024-11-29,2746,Delivered,834
132,2025-06-22,3392,Pending,58
133,2026-05-02,4269,Delivered,743
134,2025-07-29,2585,Delivered,20
135,2024-12-11,1707,Delivered,340
136,2025-03-29,2897,Delivered,153
137,2025-07-22,2298,Shipped,348
138,2026-03-28,3074,Delivered,863
139,2025-03-08,1360,Delivered,399
140,2025-10-03,1536,Delivered,886
141,2026-01-31,2526,Shipped,323
142,2024-09-05,260,Delivered,89
143,2024-12-24,4072,Pending,381
144,2025-03-23,3703,Shipped,310
145,2025-05-10,1771,Delivered,180
146,2024-12-03,920,Delivered,39
147,2024-11-23,1656,Pending,455
148,2026-03-23,4146,Delivered,495
149,2026-05-02,4097,Delivered,349
150,2025-09-07,3961,Shipped,537
151,2025-02-03,2543,Shipped,147
152,2025-11-27,805,Shipped,961
153,2026-01-28,4229,Delivered,136
154,2024-10-10,1681,Shipped,471
155,2025-03-06,3176,Shipped,535
156,2025-03-11,949,Delivered,955
157,2025-11-06,361,Delivered,609
158,2024-12-14,714,Delivered,911
159,2024-08-02,378,Delivered,785
160,2025-02-08,2560,Delivered,777
161,2025-12-15,2558,Delivered,215
162,2024-11-15,2629,Delivered,294
163,2024-09-30,2267,Delivered,792
164,2026-02-05,3614,Delivered,280
165,2024-10-01,1224,Delivered,118
166,2024-10-05,125,Returned,574
167,2024-08-05,4212,Delivered,556
168,2026-03-28,2870,Delivered,278
169,2025-08-24,1160,Returned,824
170,2025-12-08,2321,Delivered,176
171,2025-01-12,584,Delivered,914
172,2026-02-12,2775,Delivered,52
173,2025-08-02,1066,Delivered,925
174,2025-10-31,414,Delivered,56
175,2024-07-22,706,Delivered,184
176,2025-05-27,4884,Pending,645
177,2026-02-14,3653,Delivered,320
178,2025-03-16,2723,Shipped,731
179,2025-02-19,4371,Delivered,945
180,2026-02-09,3815,Delivered,96
181,2026-03-11,3837,Delivered,318
182,2025-04-15,3813,Delivered,971
183,2024-11-10,1834,Delivered,918
184,2025-10-20,2114,Pending,402
185,2025-06-19,1503,Delivered,682
186,2024-09-01,2707,Shipped,904
187,2026-02-03,2661,Delivered,31
188,2025-06-11,536,Delivered,360
189,2026-04-22,3922,Delivered,175
190,2025-08-23,2313,Shipped,619
191,2024-11-28,4708,Delivered,106
192,2026-06-02,3324,Shipped,816
193,2025-05-16,877,Delivered,666
194,2026-01-01,582,Shipped,546
195,2025-12-25,3777,Delivered,424
196,2024-06-25,1955,Delivered,562
197,2024-12-29,1303,Returned,394
198,2026-05-01,542,Delivered,834
199,2026-05-31,4842,Delivered,446
200,2024-10-06,4647,Shipped,558
201,2025-09-14,1935,Delivered,686
202,2025-08-01,639,Shipped,729
203,2024-09-11,4704,Shipped,118
204,2024-10-20,4852,Delivered,334
205,2026-03-18,4548,Delivered,456
206,2024-08-31,1444,Delivered,416
207,2024-09-17,571,Delivered,702
208,2026-04-09,4886,Shipped,389
209,2025-11-18,2683,Delivered,677
210,2025-12-05,504,Delivered,837
211,2026-02-22,1139,Pending,925
212,2026-03-01,2,Shipped,677
213,2024-07-08,1223,Delivered,299
214,2025-03-21,3195,Delivered,458
215,2024-09-14,1603,Delivered,899
216,2026-03-04,2594,Delivered,814
217,2026-06-07,2495,Pending,960
218,2025-03-14,3562,Shipped,938
219,2025-08-29,2821,Cancelled,597
220,2025-05-10,67,Delivered,523
221,2026-04-06,3312,Shipped,873
222,2026-02-23,2410,Delivered,923
223,2024-08-30,4497,Returned,1
224,2025-07-13,4588,Shipped,368
225,2025-03-28,899,Pending,887
226,2026-05-27,256,Delivered,720
227,2025-07-20,4835,Delivered,326
228,2026-05-25,3136,Delivered,446
229,2024-07-01,4466,Delivered,178
230,2025-06-18,3891,Delivered,569
231,2026-05-15,3151,Shipped,369
232,2024-12-15,3418,Delivered,894
233,2024-11-11,1029,Delivered,74
234,2024-07-20,129,Delivered,907
235,2025-04-02,3988,Delivered,999
236,2024-08-19,1113,Delivered,658
237,2024-11-07,3407,Pending,916
238,2025-02-06,4952,Returned,639
239,2025-09-01,1473,Delivered,435
240,2025-02-04,4523,Shipped,394
241,2026-01-01,2911,Delivered,435
242,2024-06-14,4953,Delivered,511
243,2025-03-24,1940,Shipped,276
244,2025-08-06,3366,Pending,591
245,2024-10-06,3007,Delivered,39
246,2025-10-19,4655,Delivered,378
247,2025-11-29,928,Delivered,985
248,2026-04-15,656,Delivered,749
249,2026-03-08,4313,Cancelled,769
250,2025-08-15,2290,Delivered,81
251,2025-05-24,4288,Pending,91
252,2026-02-11,2009,Delivered,760
253,2025-12-20,640,Delivered,553
254,2024-11-08,4749,Delivered,55
255,2025-08-27,2815,Delivered,12
256,2025-10-19,3841,Delivered,928
257,2026-01-10,3844,Delivered,340
258,2026-06-10,3449,Delivered,818
259,2025-05-12,2414,Delivered,37
260,2024-08-02,4896,Shipped,745
261,2024-07-09,4618,Delivered,645
262,2025-07-22,3877,Delivered,587
263,2025-09-14,423,Delivered,299
264,2025-12-20,224,Delivered,85
265,2025-09-26,1039,Delivered,872
266,2024-12-03,2277,Delivered,631
267,2024-07-30,2302,Delivered,264
268,2025-03-31,117,Shipped,619
269,2026-03-20,1431,Pending,757
270,2025-07-23,1239,Delivered,379
271,2025-03-08,1437,Delivered,718
272,2025-08-28,1935,Delivered,819
273,2024-12-05,4321,Pending,352
274,2025-12-30,692,Returned,610
275,2025-09-30,1263,Shipped,771
276,2026-05-15,3383,Shipped,244
277,2025-04-05,3606,Shipped,172
278,2024-10-30,1728,Delivered,863
279,2026-04-07,2827,Delivered,271
280,2026-05-02,951,Delivered,476
281,2025-10-16,3267,Delivered,488
282,2026-03-28,4363,Delivered,700
283,2024-06-30,3196,Delivered,149
284,2026-05-17,4346,Pending,13
285,2025-01-12,2366,Pending,460
286,2025-03-01,3130,Delivered,985
287,2025-11-01,4344,Delivered,43
288,2025-12-21,798,Pending,653
289,2025-09-21,2899,Returned,443
290,2025-04-30,2234,Delivered,274
291,2025-09-20,806,Delivered,599
292,2025-10-20,3205,Delivered,692
293,2025-02-25,1981,Shipped,603
294,2025-03-19,1597,Delivered,694
295,2024-09-16,1474,Delivered,11
296,2025-12-21,70,Shipped,13
297,2025-12-16,3369,Delivered,107
298,2026-05-30,3654,Delivered,743
299,2024-11-27,2321,Delivered,35
300,2025-06-07,195,Delivered,59
301,2024-09-16,4868,Delivered,856
302,2024-11-11,1777,Returned,654
303,2025-04-29,998,Shipped,123
304,2024-09-10,708,Pending,134
305,2025-11-12,3080,Delivered,922
306,2025-07-30,4638,Shipped,190
307,2025-11-04,909,Delivered,260
308,2025-11-27,2414,Delivered,959
309,2025-04-29,621,Delivered,945
310,2025-07-19,2265,Shipped,709
311,2025-10-17,2650,Delivered,800
312,2025-02-10,607,Delivered,64
313,2026-04-29,3136,Delivered,62
314,2026-04-01,2116,Returned,272
315,2025-12-21,1458,Delivered,504
316,2025-09-20,1644,Delivered,183
317,2024-06-17,4031,Delivered,554
318,2025-11-04,3533,Delivered,659
319,2024-11-02,871,Pending,733
320,2026-04-28,2122,Delivered,75
321,2026-02-23,577,Delivered,257
322,2025-01-18,3653,Delivered,510
323,2025-06-28,1220,Delivered,1
324,2026-05-03,310,Delivered,273
325,2026-05-29,1242,Shipped,927
326,2025-08-23,3206,Delivered,528
327,2024-06-10,4020,Delivered,414
328,2025-08-18,575,Delivered,4
329,2025-03-08,3150,Returned,838
330,2025-10-01,3950,Delivered,549
331,2025-06-15,2941,Delivered,311
332,2026-04-16,3282,Delivered,982
333,2026-04-02,743,Delivered,874
334,2025-03-13,2786,Delivered,471
335,2025-06-03,2376,Delivered,181
336,2024-10-23,4543,Delivered,394
337,2025-02-01,1565,Delivered,400
338,2025-04-29,875,Delivered,368
339,2026-05-31,3986,Delivered,648
340,2024-09-02,3588,Shipped,144
341,2026-02-08,293,Delivered,738
342,2024-10-05,4858,Delivered,399
343,2026-04-18,517,Shipped,659
344,2025-05-24,2521,Delivered,989
345,2025-02-08,3681,Returned,17
346,2025-03-08,304,Delivered,346
347,2026-01-22,351,Delivered,217
348,2026-02-02,4286,Delivered,695
349,2025-03-10,4396,Delivered,594
350,2026-01-23,1909,Pending,38
351,2024-09-16,1160,Delivered,20
352,2026-02-24,3861,Pending,634
353,2024-09-28,376,Delivered,665
354,2024-08-07,1070,Delivered,648
355,2025-05-14,410,Pending,841
356,2024-08-14,798,Delivered,175
357,2025-06-26,4842,Delivered,838
358,2025-12-01,872,Delivered,610
359,2025-10-22,1807,Delivered,208
360,2024-10-15,3492,Delivered,856
361,2025-06-02,3294,Delivered,1000
362,2026-02-12,4719,Delivered,330
363,2025-01-28,1747,Shipped,608
364,2024-09-11,1421,Delivered,124
365,2026-01-21,2244,Delivered,426
366,2024-10-11,1377,Delivered,567
367,2025-05-01,1352,Delivered,948
368,2024-10-21,4768,Delivered,103
369,2025-04-08,3082,Shipped,17
370,2025-01-07,3990,Delivered,8
371,2025-10-07,1470,Pending,724
372,2026-01-31,4864,Pending,427
373,2025-11-15,3900,Delivered,212
374,2025-10-30,1173,Delivered,536
375,2026-04-29,3690,Delivered,961
376,2025-02-05,1430,Delivered,39
377,2026-04-09,4885,Delivered,512
378,2025-06-13,722,Delivered,802
379,2024-09-12,2468,Delivered,5
380,2026-01-25,4569,Delivered,121
381,2024-08-04,4344,Returned,634
382,2026-01-16,2965,Pending,553
383,2025-01-09,4158,Delivered,789
384,2026-02-25,1705,Delivered,199
385,2026-06-07,924,Shipped,702
386,2024-07-01,3887,Delivered,164
387,2024-11-19,354,Delivered,373
388,2024-09-25,2336,Delivered,258
389,2025-11-05,2739,Delivered,912
390,2025-07-12,3713,Delivered,759
391,2025-05-22,430,Pending,181
392,2025-04-14,1295,Shipped,497
393,2025-09-25,4219,Delivered,917
394,2024-07-06,1928,Shipped,607
395,2025-07-04,4750,Delivered,204
396,2025-04-08,2669,Delivered,113
397,2024-06-22,2672,Delivered,243
398,2025-12-25,3380,Pending,385
399,2026-03-13,1808,Delivered,600
400,2026-05-29,3969,Delivered,447
401,2024-11-07,1188,Delivered,625
402,2025-06-09,3728,Delivered,383
403,2025-03-09,1118,Delivered,199
404,2025-09-27,2938,Returned,208
405,2025-11-28,2752,Delivered,709
406,2026-02-13,4659,Delivered,140
407,2024-09-22,911,Pending,470
408,2025-01-22,3427,Delivered,352
409,2025-05-11,1802,Pending,619
410,2025-05-05,1285,Shipped,654
411,2025-10-31,1393,Delivered,567
412,2024-08-06,1882,Delivered,878
413,2025-02-15,4275,Delivered,222
414,2024-07-08,4847,Delivered,474
415,2026-04-18,2287,Delivered,439
416,2025-08-21,2021,Delivered,445
417,2025-01-04,4747,Delivered,950
418,2026-05-11,4848,Returned,936
419,2026-01-25,4700,Pending,428
420,2025-07-03,363,Delivered,482
421,2025-05-15,4131,Delivered,544
422,2026-03-11,3231,Delivered,818
423,2025-09-01,803,Delivered,247
424,2024-06-11,681,Delivered,13
425,2024-07-22,3332,Returned,136
426,2025-11-27,2937,Delivered,664
427,2024-12-02,744,Delivered,686
428,2026-02-12,2498,Delivered,471
429,2024-10-27,4673,Shipped,25
430,2024-12-21,3727,Delivered,142
431,2026-01-18,3321,Delivered,893
432,2024-07-23,3035,Delivered,721
433,2024-11-11,12,Pending,73
434,2025-06-14,3153,Pending,341
435,2025-06-21,4350,Delivered,437
436,2025-01-05,2211,Delivered,628
437,2025-07-28,4444,Delivered,213
438,2026-04-08,664,Delivered,344
439,2025-10-23,450,Delivered,932
440,2025-12-08,2982,Pending,114
441,2025-05-31,3138,Delivered,634
442,2024-08-13,335,Delivered,180
443,2024-09-20,4578,Shipped,575
444,2024-11-01,1678,Delivered,343
445,2024-10-02,1955,Delivered,665
446,2024-11-26,3920,Shipped,771
447,2025-09-30,4753,Pending,720
448,2025-08-02,1719,Shipped,780
449,2026-01-08,1847,Delivered,920
450,2026-01-26,2191,Delivered,434
451,2025-05-14,2271,Delivered,382
452,2026-05-31,2829,Delivered,514
453,2025-04-02,4315,Shipped,482
454,2024-08-27,4358,Delivered,546
455,2025-06-20,2395,Delivered,377
456,2026-01-17,538,Delivered,906
457,2025-01-31,3751,Delivered,401
458,2026-03-07,1465,Delivered,980
459,2024-11-26,631,Delivered,283
460,2025-04-19,918,Delivered,509
461,2025-01-02,1233,Pending,534
462,2025-12-20,186,Delivered,993
463,2024-06-21,4436,Returned,486
464,2026-02-05,2841,Delivered,756
465,2025-11-11,176,Delivered,65
466,2026-03-18,181,Pending,238
467,2026-06-01,4257,Delivered,422
468,2024-10-03,4741,Delivered,662
469,2025-05-24,2674,Delivered,682
470,2025-02-08,4344,Shipped,456
471,2024-10-18,3752,Delivered,136
472,2025-07-22,2511,Delivered,267
473,2026-01-21,1858,Delivered,995
474,2025-10-18,2361,Shipped,49
475,2025-08-21,1216,Delivered,467
476,2024-07-18,1363,Delivered,165
477,2025-02-06,4386,Delivered,997
478,2024-06-27,1437,Shipped,710
479,2026-05-01,1258,Delivered,120
480,2025-02-23,338,Cancelled,589
481,2026-05-05,1037,Delivered,379
482,2025-08-30,1512,Delivered,725
483,2024-09-13,285,Delivered,353
484,2025-10-01,1212,Delivered,553
485,2026-02-14,1332,Delivered,125
486,2024-12-29,205,Delivered,512
487,2025-10-04,1191,Returned,951
488,2025-01-22,2624,Delivered,994
489,2025-03-12,4475,Returned,340
490,2025-05-01,2422,Delivered,297
491,2025-01-21,4700,Delivered,819
492,2025-07-09,4631,Shipped,945
493,2025-04-16,3622,Delivered,116
494,2024-12-04,3924,Pending,143
495,2026-01-01,4514,Delivered,26
496,2025-02-08,3291,Delivered,226
497,2024-12-30,3654,Delivered,335
498,2025-07-01,451,Delivered,200
499,2024-11-28,4780,Delivered,801
500,2024-12-09,2277,Delivered,86
501,2026-04-08,4411,Shipped,694
502,2025-11-09,716,Returned,404
503,2026-01-29,1593,Delivered,618
504,2026-01-29,4957,Delivered,58
505,2024-09-18,2958,Delivered,734
506,2025-06-09,3504,Delivered,382
507,2025-05-12,100,Delivered,360
508,2024-11-25,2524,Returned,896
509,2024-08-26,4596,Delivered,746
510,2024-11-15,3640,Shipped,426
511,2024-07-25,3625,Delivered,826
512,2025-09-22,3473,Shipped,425
513,2026-01-14,1144,Shipped,613
514,2026-06-06,706,Delivered,311
515,2025-05-24,3889,Cancelled,538
516,2025-12-27,2748,Delivered,984
517,2024-11-09,4839,Shipped,91
518,2026-03-13,55,Delivered,937
519,2025-03-01,2240,Delivered,570
520,2024-09-12,3786,Shipped,774
521,2026-03-02,1122,Delivered,853
522,2024-11-25,3128,Delivered,503
523,2025-01-24,346,Shipped,310
524,2026-02-01,4795,Delivered,573
525,2024-10-01,3797,Delivered,811
526,2025-06-20,21,Delivered,308
527,2024-10-29,3872,Delivered,682
528,2026-03-23,2357,Delivered,504
529,2024-10-02,2005,Delivered,784
530,2025-12-28,2271,Delivered,994
531,2026-02-10,547,Delivered,371
532,2024-12-26,4761,Delivered,447
533,2025-11-01,2113,Delivered,488
534,2025-12-05,980,Delivered,751
535,2025-08-15,4713,Delivered,266
536,2024-07-13,1335,Delivered,150
537,2025-03-05,2619,Delivered,710
538,2025-07-09,1110,Delivered,55
539,2026-04-01,2234,Delivered,652
540,2025-12-30,2917,Delivered,299
541,2025-09-11,4339,Delivered,79
542,2024-09-15,4210,Delivered,644
543,2025-03-04,1502,Shipped,614
544,2025-03-04,1370,Delivered,894
545,2025-06-21,2591,Shipped,702
546,2025-12-05,2467,Delivered,715
547,2024-08-07,2970,Delivered,594
548,2026-01-06,2881,Shipped,14
549,2025-01-28,1122,Delivered,382
550,2024-06-22,3973,Delivered,944
551,2025-12-18,1336,Delivered,159
552,2025-08-14,4124,Delivered,193
553,2026-03-23,4577,Delivered,852
554,2024-12-07,4307,Shipped,730
555,2026-04-16,4515,Shipped,822
556,2025-05-29,934,Delivered,939
557,2025-06-27,626,Delivered,135
558,2026-03-04,143,Delivered,320
559,2025-08-20,2971,Delivered,453
560,2025-03-01,4896,Delivered,994
561,2024-07-30,2803,Delivered,312
562,2024-08-15,236,Shipped,122
563,2026-02-13,1822,Delivered,711
564,2026-06-06,1167,Delivered,315
565,2025-12-18,1027,Delivered,81
566,2025-06-15,3481,Delivered,803
567,2025-12-27,916,Delivered,794
568,2025-03-29,3968,Shipped,44
569,2026-04-17,1609,Delivered,813
570,2024-06-26,4207,Delivered,481
571,2025-10-27,975,Pending,45
572,2025-09-06,543,Delivered,11
573,2025-03-27,791,Shipped,943
574,2024-07-12,4930,Delivered,923
575,2026-05-12,1639,Delivered,360
576,2025-08-26,240,Delivered,867
577,2025-06-20,2273,Returned,357
578,2025-11-12,2886,Delivered,513
579,2024-06-20,1982,Delivered,70
580,2024-11-04,812,Shipped,782
581,2025-12-24,115,Delivered,733
582,2024-11-09,1570,Returned,176
583,2025-03-22,4401,Delivered,743
584,2025-04-03,809,Pending,943
585,2025-03-25,4131,Pending,487
586,2024-09-10,3003,Delivered,190
587,2026-03-23,3602,Delivered,110
588,2025-03-31,1482,Shipped,389
589,2025-09-05,3475,Delivered,234
590,2025-05-21,3339,Delivered,322
591,2024-09-07,1013,Delivered,533
592,2025-12-18,1114,Delivered,370
593,2025-10-04,2362,Delivered,42
594,2024-06-12,674,Delivered,119
595,2026-04-17,3153,Delivered,615
596,2025-06-21,2556,Delivered,862
597,2025-12-22,3637,Delivered,418
598,2026-04-19,2381,Cancelled,439
599,2026-05-16,1547,Pending,917
600,2025-12-24,3897,Returned,377
601,2025-12-04,1469,Delivered,691
602,2025-01-09,4028,Delivered,406
603,2026-03-11,3589,Delivered,693
604,2026-06-04,697,Delivered,405
605,2025-09-15,3282,Delivered,105
606,2026-04-29,1383,Delivered,999
607,2026-05-06,1631,Delivered,610
608,2025-04-18,3312,Delivered,859
609,2024-11-08,3480,Shipped,286
610,2025-04-07,4768,Delivered,775
611,2024-06-25,3279,Delivered,683
612,2025-06-29,4942,Returned,497
613,2026-03-28,4190,Delivered,787
614,2025-11-28,3725,Delivered,257
615,2025-07-23,4009,Delivered,644
616,2025-05-24,1103,Delivered,756
617,2024-12-04,433,Shipped,511
618,2026-03-25,220,Returned,392
619,2025-12-31,4953,Delivered,157
620,2024-12-09,2481,Delivered,99
621,2024-07-21,627,Delivered,533
622,2025-09-22,4033,Shipped,207
623,2025-06-18,2405,Delivered,503
624,2025-04-04,4136,Delivered,352
625,2025-12-17,4429,Delivered,976
626,2026-03-07,259,Cancelled,902
627,2025-05-12,976,Delivered,323
628,2025-10-21,3083,Delivered,37
629,2026-05-18,270,Delivered,676
630,2025-02-12,2483,Pending,169
631,2026-03-17,4027,Delivered,320
632,2025-05-11,3188,Delivered,113
633,2026-04-11,4661,Delivered,676
634,2024-07-08,4537,Delivered,586
635,2024-07-30,3849,Delivered,875
636,2026-02-25,1281,Delivered,401
637,2025-10-24,2158,Delivered,995
638,2025-06-02,3095,Delivered,362
639,2025-04-26,2331,Delivered,29
640,2026-04-21,4838,Delivered,858
641,2024-07-23,3002,Delivered,760
642,2026-05-16,4784,Delivered,913
643,2026-02-05,2796,Delivered,439
644,2025-11-19,2828,Cancelled,422
645,2025-02-08,2878,Delivered,251
646,2026-01-12,2029,Delivered,320
647,2024-09-14,4855,Delivered,705
648,2024-06-19,537,Pending,118
649,2025-07-01,2766,Delivered,552
650,2026-01-14,2672,Delivered,674
651,2024-07-18,3461,Delivered,924
652,2026-05-31,3451,Delivered,713
653,2026-01-09,3848,Delivered,325
654,2025-07-07,3095,Delivered,331
655,2025-09-27,4691,Delivered,501
656,2025-07-27,820,Delivered,211
657,2024-07-20,2753,Delivered,831
658,2025-02-20,2782,Delivered,307
659,2025-06-20,2977,Returned,207
660,2025-09-20,4072,Delivered,998
661,2025-01-18,618,Shipped,549
662,2024-09-05,1754,Delivered,49
663,2024-06-22,2436,Cancelled,412
664,2025-06-23,1851,Delivered,981
665,2025-06-06,754,Shipped,593
666,2025-02-26,777,Delivered,280
667,2024-08-30,552,Delivered,544
668,2025-11-04,3894,Delivered,356
669,2026-02-27,629,Delivered,310
670,2024-11-01,4135,Shipped,444
671,2024-10-21,4424,Delivered,425
672,2026-03-13,3296,Delivered,528
673,2025-11-16,3713,Delivered,561
674,2024-06-28,1480,Pending,643
675,2025-03-12,4229,Pending,591
676,2024-11-22,4090,Delivered,986
677,2025-02-24,3829,Delivered,654
678,2026-01-09,4365,Shipped,874
679,2025-11-19,3554,Returned,745
680,2024-10-23,491,Delivered,374
681,2026-02-10,3789,Delivered,155
682,2024-12-11,2460,Shipped,421
683,2025-11-18,2611,Pending,934
684,2025-08-17,528,Delivered,867
685,2024-08-20,3379,Delivered,294
686,2025-04-17,1316,Delivered,616
687,2026-04-27,1935,Delivered,117
688,2024-08-05,1229,Delivered,252
689,2025-06-03,2544,Delivered,574
690,2024-09-23,3573,Delivered,928
691,2026-03-26,304,Delivered,280
692,2026-02-10,1118,Delivered,809
693,2024-08-13,2276,Delivered,181
694,2026-05-18,346,Returned,498
695,2025-01-15,164,Delivered,919
696,2024-09-12,688,Delivered,306
697,2025-08-12,521,Pending,417
698,2026-01-10,2978,Delivered,907
699,2025-04-24,740,Delivered,860
700,2025-08-06,1152,Delivered,585
701,2025-05-22,4099,Returned,535
702,2024-09-19,4755,Returned,954
703,2025-05-01,4303,Delivered,906
704,2025-02-17,740,Delivered,126
705,2025-08-04,2568,Delivered,599
706,2026-05-15,3195,Shipped,762
707,2025-08-31,1933,Returned,224
708,2025-09-13,1182,Delivered,220
709,2024-11-25,2250,Delivered,261
710,2025-09-25,4830,Delivered,547
711,2026-05-17,3070,Delivered,116
712,2025-08-03,2593,Delivered,487
713,2025-04-30,2019,Returned,901
714,2025-06-18,1188,Delivered,733
715,2024-11-07,3013,Shipped,22
716,2024-09-06,4963,Delivered,758
717,2025-08-13,448,Delivered,808
718,2025-11-03,1964,Delivered,394
719,2025-11-01,2534,Delivered,718
720,2024-10-28,2973,Pending,702
721,2024-09-18,1000,Delivered,243
722,2024-10-28,3625,Delivered,932
723,2025-06-07,3220,Pending,940
724,2026-02-18,2094,Delivered,959
725,2024-12-05,1929,Delivered,881
726,2025-06-26,1313,Pending,647
727,2025-03-08,2599,Pending,786
728,2024-12-04,3329,Shipped,281
729,2025-06-09,657,Shipped,964
730,2024-07-27,4028,Delivered,423
731,2025-10-15,2726,Shipped,898
732,2025-06-02,823,Shipped,716
733,2025-08-18,2138,Delivered,361
734,2025-04-09,3448,Delivered,833
735,2026-02-10,4487,Shipped,465
736,2025-12-19,225,Shipped,657
737,2025-10-25,1506,Delivered,811
738,2026-06-10,1115,Delivered,205
739,2025-04-05,2504,Delivered,85
740,2026-03-17,908,Delivered,529
741,2024-11-08,1066,Shipped,703
742,2025-06-18,3362,Shipped,328
743,2024-08-29,3699,Delivered,753
744,2024-12-24,1094,Delivered,704
745,2026-03-23,4859,Shipped,819
746,2024-12-30,2309,Delivered,425
747,2025-07-17,3012,Delivered,898
