order_item_id,order_id,product_id,quantity,price_per_unit,total_price
114,36,683,2,145.17,290.34
115,36,555,4,858.97,3435.88
116,36,58,4,389.2,1556.8
117,37,66,3,227.23,681.69
118,37,312,2,480.87,961.74
119,38,116,5,291.5,1457.5
120,38,779,5,507.02,2535.1
121,39,826,3,634.45,1903.35
122,39,627,3,784.84,2354.52
123,39,612,1,557.51,557.51
124,39,639,2,729.94,1459.88
125,40,728,4,450.62,1802.48
126,40,334,5,695.92,3479.6
127,40,344,1,847.43,847.43
128,40,488,2,656.36,1312.72
129,41,404,4,928.05,3712.2
130,41,434,3,60.1,180.3
131,42,123,3,909.42,2728.26
132,42,229,1,69.94,69.94
133,42,224,4,591.47,2365.88
134,42,923,3,402.97,1208.91
135,43,783,1,375.23,375.23
136,43,717,1,350.3,350.3
137,44,560,1,275.78,275.78
138,44,912,1,107.24,107.24
139,44,846,1,119.81,119.81
140,44,5,4,157.56,630.24
141,45,569,2,883.98,1767.96
142,45,186,3,417.93,1253.79
143,46,241,2,481.48,962.96
144,46,394,3,373.28,1119.84
145,46,792,3,996.99,2990.97
146,47,843,3,10.68,32.04
147,47,83,5,680.57,3402.85
148,47,623,5,902.12,4510.6
149,47,124,5,312.33,1561.65
150,48,513,3,161.65,484.95
151,48,880,3,35.48,106.44
152,48,67,4,342.77,1371.08
153,49,116,3,291.5,874.5
154,49,292,2,368.23,736.46
155,49,411,5,972.66,4863.3
156,49,572,1,154.46,154.46
157,50,920,2,876.43,1752.86
158,50,277,3,279.38,838.14
159,50,617,3,15.14,45.42
160,50,547,5,327.46,1637.3
161,51,30,3,901.05,2703.15
162,51,632,3,598.45,1795.35
163,52,538,1,282.89,282.89
164,52,623,1,902.12,902.12
165,53,979,1,907.83,907.83
166,53,427,5,806.64,4033.2
167,54,411,5,972.66,4863.3
168,54,554,1,542.55,542.55
169,54,618,5,277.07,1385.35
170,55,222,2,542.17,1084.34
171,55,957,2,301.11,602.22
172,55,88,4,434.09,1736.36
173,55,482,5,543.19,2715.95
174,56,399,4,131.41,525.64
175,56,295,1,781.33,781.33
176,57,244,1,308.61,308.61
177,57,458,3,587.87,1763.61
178,57,3,3,169.97,509.91
179,57,578,5,358.65,1793.25
180,58,28,4,370.58,1482.32
181,58,285,1,386.41,386.41
182,58,529,1,144.07,144.07
183,58,62,4,881.85,3527.4
184,59,113,1,135.32,135.32
185,59,590,1,623.58,623.58
186,59,453,5,894.2,4471.0
187,60,379,1,973.99,973.99
188,60,19,3,78.73,236.19
189,60,620,2,36.0,72.0
190,61,554,4,542.55,2170.2
191,61,337,2,751.05,1502.1
192,62,511,3,317.87,953.61
193,62,594,3,653.4,1960.2
194,62,363,3,953.87,2861.61
195,62,730,5,482.92,2414.6
196,63,609,2,609.12,1218.24
197,63,88,5,434.09,2170.45
198,64,889,4,393.24,1572.96
199,64,395,3,960.91,2882.73
200,64,263,5,582.14,2910.7
201,65,262,4,968.71,3874.84
202,65,979,5,907.83,4539.15
203,66,813,2,206.15,412.3
204,66,788,4,352.96,1411.84
205,67,562,5,727.06,3635.3
206,67,750,1,954.91,954.91
207,67,8,4,364.23,1456.92
208,67,643,5,162.6,813.0
209,68,722,2,875.68,1751.36
210,68,181,1,294.51,294.51
211,68,83,5,680.57,3402.85
212,69,41,2,34.18,68.36
213,69,24,4,610.15,2440.6
214,69,643,5,162.6,813.0
215,70,476,4,323.87,1295.48
216,70,132,2,123.63,247.26
217,71,177,3,695.78,2087.34
218,71,344,5,847.43,4237.15
219,71,558,1,336.96,336.96
220,71,87,5,984.01,4920.05
221,72,120,2,567.21,1134.42
222,72,756,4,516.19,2064.76
223,72,475,4,296.11,1184.44
224,72,101,3,559.62,1678.86
225,73,559,1,377.37,377.37
226,73,461,5,581.86,2909.3
227,74,319,2,103.56,207.12
228,74,270,4,922.32,3689.28
229,74,480,4,955.76,3823.04
230,75,816,1,903.47,903.47
231,75,63,3,943.31,2829.93
232,75,891,2,305.86,611.72
233,75,824,3,555.18,1665.54
234,76,455,4,306.24,1224.96
235,76,324,4,93.87,375.48
236,76,95,2,882.81,1765.62
237,76,347,3,456.62,1369.86
238,77,896,3,441.04,1323.12
239,77,559,3,377.37,1132.11
240,77,817,4,906.03,3624.12
241,78,681,3,148.89,446.67
242,78,90,5,439.19,2195.95
243,78,401,1,685.11,685.11
244,78,261,5,752.78,3763.9
245,79,19,1,78.73,78.73
246,79,850,3,642.87,1928.61
247,79,29,5,336.9,1684.5
248,79,980,1,232.08,232.08
249,80,311,3,811.72,2435.16
250,80,319,5,103.56,517.8
251,80,433,2,131.3,262.6
252,81,762,3,661.47,1984.41
253,81,149,1,866.26,866.26
254,81,432,3,519.83,1559.49
255,81,253,5,457.04,2285.2
256,82,468,2,71.66,143.32
257,82,814,5,938.2,4691.0
258,82,1000,1,469.63,469.63
259,82,469,4,331.8,1327.2
260,83,761,4,616.17,2464.68
261,83,498,3,890.37,2671.11
262,83,719,2,132.99,265.98
263,84,660,3,457.92,1373.76
264,84,187,1,183.32,183.32
265,84,991,2,621.52,1243.04
266,85,858,3,337.86,1013.58
267,85,493,5,883.42,4417.1
268,86,506,1,268.18,268.18
269,86,415,3,161.49,484.47
270,86,803,5,364.7,1823.5
271,86,68,1,173.39,173.39
272,87,285,3,386.41,1159.23
273,87,776,1,914.81,914.81
274,88,449,5,986.92,4934.6
275,88,240,4,744.3,2977.2
276,88,230,3,849.55,2548.65
277,89,692,5,550.89,2754.45
278,89,432,5,519.83,2599.15
279,90,896,1,441.04,441.04
280,90,583,2,159.52,319.04
281,91,471,1,550.81,550.81
282,91,783,4,375.23,1500.92
283,92,176,2,474.8,949.6
284,92,878,5,367.22,1836.1
285,92,662,2,118.27,236.54
286,93,185,4,364.88,1459.52
287,93,2,1,13.51,13.51
288,93,473,4,200.34,801.36
289,94,880,4,35.48,141.92
290,94,352,3,831.46,2494.38
291,95,69,2,538.78,1077.56
292,95,131,4,793.34,3173.36
293,95,101,2,559.62,1119.24
294,95,344,3,847.43,2542.29
295,96,845,4,31.69,126.76
296,96,943,1,522.12,522.12
297,97,688,5,782.93,3914.65
298,97,132,2,123.63,247.26
299,98,662,2,118.27,236.54
300,98,660,1,457.92,457.92
301,99,171,3,822.54,2467.62
302,99,883,2,548.68,1097.36
303,100,283,4,145.86,583.44
304,100,483,3,145.9,437.7
305,101,800,4,241.28,965.12
306,101,97,5,852.44,4262.2
307,102,816,3,903.47,2710.41
308,102,226,2,952.01,1904.02
309,102,116,1,291.5,291.5
310,102,349,4,994.58,3978.32
311,103,714,5,225.65,1128.25
312,103,226,3,952.01,2856.03
313,103,871,4,598.09,2392.36
314,104,974,5,389.71,1948.55
315,104,903,4,965.18,3860.72
316,105,198,1,747.22,747.22
317,105,796,5,400.41,2002.05
318,105,265,5,123.74,618.7
319,106,244,4,308.61,1234.44
320,106,295,5,781.33,3906.65
321,107,114,3,299.22,897.66
322,107,154,5,130.21,651.05
323,108,260,3,131.01,393.03
324,108,975,5,825.61,4128.05
325,108,479,1,775.33,775.33
326,109,394,2,373.28,746.56
327,109,666,5,38.9,194.5
328,109,215,1,269.54,269.54
329,110,136,2,702.74,1405.48
330,110,99,4,881.31,3525.24
331,111,731,5,807.9,4039.5
332,111,48,4,256.71,1026.84
333,111,4,1,565.3,565.3
334,111,525,2,401.99,803.98
335,112,852,3,363.26,1089.78
336,112,345,4,765.49,3061.96
337,113,993,1,527.91,527.91
338,113,920,2,876.43,1752.86
339,113,971,3,328.99,986.97
340,114,183,1,109.5,109.5
341,114,558,5,336.96,1684.8
342,115,986,2,449.87,899.74
343,115,298,1,156.21,156.21
344,116,80,4,769.23,3076.92
345,116,589,1,918.87,918.87
346,116,608,3,106.71,320.13
347,116,273,3,535.18,1605.54
348,117,375,4,46.25,185.0
349,117,917,4,65.64,262.56
350,117,755,4,619.89,2479.56
351,117,951,5,178.29,891.45
352,118,386,2,281.81,563.62
353,118,353,2,708.48,1416.96
354,118,421,4,628.23,2512.92
355,118,854,1,731.54,731.54
356,119,498,1,890.37,890.37
357,119,768,2,73.23,146.46
358,120,234,3,215.09,645.27
359,120,999,3,263.33,789.99
360,121,995,4,215.62,862.48
361,121,709,3,408.82,1226.46
362,121,126,4,218.91,875.64
363,121,349,4,994.58,3978.32
364,122,884,5,194.72,973.6
365,122,739,2,963.62,1927.24
366,122,214,1,132.35,132.35
367,123,958,2,867.73,1735.46
368,123,190,3,670.17,2010.51
369,124,133,2,272.98,545.96
370,124,992,4,206.66,826.64
371,125,413,4,643.4,2573.6
372,125,319,2,103.56,207.12
373,126,678,2,146.49,292.98
374,126,754,3,704.79,2114.37
375,127,831,5,68.01,340.05
376,127,638,5,188.13,940.65
377,128,642,2,147.79,295.58
378,128,940,1,117.02,117.02
379,128,68,1,173.39,173.39
380,129,137,5,498.86,2494.3
381,129,166,4,351.67,1406.68
382,129,771,1,262.56,262.56
383,130,954,5,682.92,3414.6
384,130,218,1,613.98,613.98
385,130,432,4,519.83,2079.32
386,130,440,3,587.51,1762.53
387,131,49,1,803.4,803.4
388,131,746,1,121.62,121.62
389,132,943,2,522.12,1044.24
390,132,77,1,40.72,40.72
391,132,80,1,769.23,769.23
392,133,890,1,868.23,868.23
393,133,32,3,199.92,599.76
394,133,402,1,353.95,353.95
395,133,50,3,324.12,972.36
396,134,664,1,432.11,432.11
397,134,319,5,103.56,517.8
398,135,848,4,590.16,2360.64
399,135,921,4,42.74,170.96
400,135,548,4,526.04,2104.16
401,136,355,1,940.82,940.82
402,136,22,2,584.78,1169.56
403,136,562,5,727.06,3635.3
404,136,367,2,660.53,1321.06
405,137,703,2,417.48,834.96
406,137,139,4,100.41,401.64
407,137,792,5,996.99,4984.95
408,138,846,5,119.81,599.05
409,138,928,2,59.15,118.3
410,139,615,1,275.29,275.29
411,139,171,3,822.54,2467.62
412,139,809,2,990.77,1981.54
413,139,186,3,417.93,1253.79
414,140,542,5,601.81,3009.05
415,140,558,1,336.96,336.96
416,140,504,4,334.65,1338.6
417,141,837,4,244.19,976.76
418,141,366,4,363.52,1454.08
419,141,485,4,641.57,2566.28
420,141,323,3,665.51,1996.53
421,142,586,3,556.13,1668.39
422,142,986,5,449.87,2249.35
423,143,568,5,652.23,3261.15
424,143,103,3,301.29,903.87
425,144,242,1,117.96,117.96
426,144,171,3,822.54,2467.62
427,144,351,2,793.47,1586.94
428,145,465,3,28.75,86.25
429,145,596,1,705.82,705.82
430,145,972,1,679.98,679.98
431,146,35,5,218.08,1090.4
432,146,272,4,743.56,2974.24
433,146,558,1,336.96,336.96
434,147,162,2,79.11,158.22
435,147,168,2,246.42,492.84
436,147,659,3,354.82,1064.46
437,147,696,3,813.77,2441.31
438,148,587,3,281.99,845.97
439,148,286,4,835.02,3340.08
440,148,808,3,518.33,1554.99
441,148,549,3,561.15,1683.45
442,149,364,4,30.13,120.52
443,149,797,5,665.82,3329.1
444,149,811,3,467.42,1402.26
445,149,309,3,512.0,1536.0
446,150,717,3,350.3,1050.9
447,150,182,1,978.55,978.55
448,151,377,4,280.48,1121.92
449,151,144,5,100.33,501.65
450,151,761,5,616.17,3080.85
451,151,96,3,614.23,1842.69
452,152,389,1,850.18,850.18
453,152,492,1,851.83,851.83
454,153,208,5,172.9,864.5
455,153,88,3,434.09,1302.27
456,154,926,5,350.81,1754.05
457,154,133,4,272.98,1091.92
458,155,805,3,809.52,2428.56
459,155,680,4,999.9,3999.6
460,155,119,2,633.15,1266.3
461,156,751,5,76.86,384.3
462,156,361,3,359.29,1077.87
463,157,376,2,863.52,1727.04
464,157,918,3,712.47,2137.41
465,157,742,5,693.57,3467.85
466,158,857,2,643.25,1286.5
467,158,453,2,894.2,1788.4
468,159,844,4,139.18,556.72
469,159,814,4,938.2,3752.8
470,160,654,2,451.32,902.64
471,160,62,5,881.85,4409.25
472,160,986,4,449.87,1799.48
473,161,28,2,370.58,741.16
474,161,874,5,213.49,1067.45
475,161,627,2,784.84,1569.68
476,161,262,4,968.71,3874.84
477,162,405,2,232.0,464.0
478,162,53,4,862.88,3451.52
479,162,352,2,831.46,1662.92
480,162,577,1,742.2,742.2
481,163,90,5,439.19,2195.95
482,163,975,2,825.61,1651.22
483,163,563,2,870.78,1741.56
484,163,530,5,964.14,4820.7
485,164,523,2,518.12,1036.24
486,164,905,3,350.43,1051.29
487,165,454,2,170.88,341.76
488,165,638,5,188.13,940.65
489,166,545,3,508.86,1526.58
490,166,348,1,62.72,62.72
491,166,372,1,463.1,463.1
492,167,522,1,515.27,515.27
493,167,355,1,940.82,940.82
494,167,702,1,682.51,682.51
495,168,425,2,642.6,1285.2
496,168,472,5,646.88,3234.4
497,168,342,4,608.62,2434.48
498,169,417,2,291.21,582.42
499,169,74,4,836.56,3346.24
500,169,958,4,867.73,3470.92
501,169,949,2,689.45,1378.9
502,170,474,2,232.62,465.24
503,170,318,2,791.33,1582.66
504,170,838,5,365.2,1826.0
505,170,849,1,976.1,976.1
506,171,276,3,165.84,497.52
507,171,420,3,595.89,1787.67
508,171,86,3,851.79,2555.37
509,172,617,4,15.14,60.56
510,172,352,2,831.46,1662.92
511,172,666,1,38.9,38.9
512,172,72,3,334.08,1002.24
513,173,395,2,960.91,1921.82
514,173,250,5,301.95,1509.75
515,173,268,3,612.9,1838.7
516,174,291,3,803.31,2409.93
517,174,819,1,578.15,578.15
518,174,92,2,653.95,1307.9
519,175,146,2,696.74,1393.48
520,175,76,5,77.93,389.65
521,175,998,5,516.59,2582.95
522,175,663,5,520.83,2604.15
523,176,574,1,237.72,237.72
524,176,210,1,124.02,124.02
525,176,132,1,123.63,123.63
526,177,898,5,809.27,4046.35
527,177,251,1,795.17,795.17
528,177,567,5,328.4,1642.0
529,178,633,2,698.34,1396.68
530,178,25,5,580.82,2904.1
531,178,719,2,132.99,265.98
532,178,670,2,332.73,665.46
533,179,730,1,482.92,482.92
534,179,169,3,53.21,159.63
535,180,829,4,394.5,1578.0
536,180,437,4,765.49,3061.96
537,181,450,1,152.82,152.82
538,181,840,4,948.88,3795.52
539,181,892,5,507.08,2535.4
540,181,207,5,971.77,4858.85
541,182,566,2,608.36,1216.72
542,182,388,4,752.4,3009.6
543,183,297,1,357.59,357.59
544,183,701,1,299.71,299.71
545,183,683,1,145.17,145.17
546,184,968,4,618.33,2473.32
547,184,500,2,733.81,1467.62
548,184,336,3,245.15,735.45
549,184,595,4,383.4,1533.6
550,185,375,5,46.25,231.25
551,185,359,5,540.69,2703.45
552,186,749,1,371.76,371.76
553,186,145,1,673.43,673.43
554,187,373,3,207.48,622.44
555,187,939,2,650.87,1301.74
556,188,122,2,622.23,1244.46
557,188,347,2,456.62,913.24
558,189,702,2,682.51,1365.02
559,189,443,3,142.6,427.8
560,189,399,4,131.41,525.64
561,190,228,4,981.12,3924.48
562,190,64,4,892.73,3570.92
563,190,487,3,15.13,45.39
564,190,938,4,516.4,2065.6
565,191,298,1,156.21,156.21
566,191,216,1,377.76,377.76
567,191,275,5,941.99,4709.95
568,192,188,1,686.3,686.3
569,192,76,5,77.93,389.65
570,193,267,3,625.51,1876.53
571,193,976,4,730.55,2922.2
572,193,185,1,364.88,364.88
573,193,912,3,107.24,321.72
574,194,328,2,368.97,737.94
575,194,167,1,460.79,460.79
576,194,407,5,375.22,1876.1
577,195,901,3,591.7,1775.1
578,195,325,1,335.19,335.19
579,195,158,4,933.33,3733.32
580,196,292,3,368.23,1104.69
581,196,15,3,388.72,1166.16
582,196,991,5,621.52,3107.6
583,196,836,2,935.85,1871.7
584,197,402,1,353.95,353.95
585,197,474,2,232.62,465.24
586,197,153,5,139.7,698.5
587,197,515,3,542.14,1626.42
588,198,591,2,796.99,1593.98
589,198,984,5,597.98,2989.9
590,198,154,5,130.21,651.05
591,198,650,5,983.77,4918.85
592,199,729,4,129.39,517.56
593,199,898,4,809.27,3237.08
594,199,518,5,568.53,2842.65
595,199,542,1,601.81,601.81
596,200,32,4,199.92,799.68
597,200,648,3,94.13,282.39
598,201,185,5,364.88,1824.4
599,201,353,3,708.48,2125.44
600,201,978,3,495.28,1485.84
601,201,752,2,69.86,139.72
602,202,322,2,917.58,1835.16
603,202,677,2,696.5,1393.0
604,203,436,1,334.16,334.16
605,203,972,3,679.98,2039.94
606,203,889,1,393.24,393.24
607,203,443,2,142.6,285.2
608,204,456,1,494.95,494.95
609,204,472,2,646.88,1293.76
610,204,509,3,71.5,214.5
611,204,723,2,366.83,733.66
612,205,47,3,958.39,2875.17
613,205,55,2,489.75,979.5
614,206,636,3,382.29,1146.87
615,206,824,1,555.18,555.18
616,206,908,4,696.72,2786.88
617,206,584,5,69.85,349.25
618,207,617,4,15.14,60.56
619,207,486,5,720.18,3600.9
620,208,866,1,865.41,865.41
621,208,49,3,803.4,2410.2
622,208,521,3,213.35,640.05
623,208,600,1,56.1,56.1
624,209,791,5,983.28,4916.4
625,209,26,3,11.67,35.01
626,209,886,3,159.62,478.86
627,210,904,3,781.75,2345.25
628,210,570,4,764.01,3056.04
629,211,290,1,124.02,124.02
630,211,316,1,613.71,613.71
631,211,787,3,16.31,48.93
632,211,512,1,618.48,618.48
633,212,7,5,371.01,1855.05
634,212,881,5,478.83,2394.15
635,212,475,4,296.11,1184.44
636,213,778,3,278.55,835.65
637,213,868,1,29.88,29.88
638,213,332,4,665.31,2661.24
639,213,625,5,276.23,1381.15
640,214,138,5,437.71,2188.55
641,214,118,2,823.89,1647.78
642,215,648,5,94.13,470.65
643,215,35,1,218.08,218.08
644,215,408,5,615.83,3079.15
645,216,289,1,577.67,577.67
646,216,316,4,613.71,2454.84
647,216,868,4,29.88,119.52
648,216,707,2,636.08,1272.16
649,217,12,5,418.17,2090.85
650,217,709,5,408.82,2044.1
651,218,483,5,145.9,729.5
652,218,103,3,301.29,903.87
653,218,105,3,350.32,1050.96
654,219,830,5,226.83,1134.15
655,219,191,5,294.76,1473.8
656,219,310,2,793.9,1587.8
657,219,479,4,775.33,3101.32
658,220,842,4,240.3,961.2
659,220,285,1,386.41,386.41
660,220,444,3,409.22,1227.66
661,221,798,4,852.4,3409.6
662,221,287,4,863.15,3452.6
663,222,385,4,729.55,2918.2
664,222,570,3,764.01,2292.03
665,222,848,4,590.16,2360.64
666,222,211,4,966.84,3867.36
667,223,387,3,674.47,2023.41
668,223,243,4,729.97,2919.88
669,224,669,1,110.73,110.73
670,224,97,4,852.44,3409.76
671,225,378,5,406.02,2030.1
672,225,831,3,68.01,204.03
673,225,900,2,917.99,1835.98
674,225,319,1,103.56,103.56
675,226,121,4,562.49,2249.96
676,226,535,4,13.44,53.76
677,226,309,4,512.0,2048.0
678,227,168,3,246.42,739.26
679,227,417,2,291.21,582.42
680,227,280,2,681.7,1363.4
681,227,178,3,677.61,2032.83
682,228,11,1,170.88,170.88
683,228,873,1,890.86,890.86
684,229,170,5,813.29,4066.45
685,229,536,2,676.76,1353.52
686,230,121,3,562.49,1687.47
687,230,586,1,556.13,556.13
688,230,277,1,279.38,279.38
689,230,55,1,489.75,489.75
690,231,760,2,252.03,504.06
691,231,47,1,958.39,958.39
692,232,465,3,28.75,86.25
693,232,479,3,775.33,2325.99
694,232,718,5,108.58,542.9
695,232,96,3,614.23,1842.69
696,233,487,5,15.13,75.65
697,233,447,1,827.06,827.06
698,233,603,3,152.75,458.25
699,233,908,2,696.72,1393.44
700,234,798,5,852.4,4262.0
701,234,58,2,389.2,778.4
702,235,70,2,666.37,1332.74
703,235,264,3,232.0,696.0
704,235,823,5,253.33,1266.65
705,235,158,3,933.33,2799.99
706,236,768,1,73.23,73.23
707,236,522,1,515.27,515.27
708,236,768,4,73.23,292.92
709,237,599,2,869.44,1738.88
710,237,473,5,200.34,1001.7
711,238,806,3,607.27,1821.81
712,238,460,3,967.4,2902.2
713,238,750,2,954.91,1909.82
714,238,420,3,595.89,1787.67
715,239,338,3,316.37,949.11
716,239,183,3,109.5,328.5
717,240,473,1,200.34,200.34
718,240,971,2,328.99,657.98
719,240,396,5,522.57,2612.85
720,240,900,1,917.99,917.99
721,241,327,3,649.56,1948.68
722,241,409,4,999.6,3998.4
723,241,447,5,827.06,4135.3
724,241,641,2,849.31,1698.62
725,242,496,2,305.41,610.82
726,242,586,4,556.13,2224.52
727,243,135,2,295.72,591.44
728,243,718,1,108.58,108.58
729,244,955,5,361.73,1808.65
730,244,664,4,432.11,1728.44
731,244,1000,1,469.63,469.63
732,244,521,4,213.35,853.4
733,245,247,2,900.27,1800.54
734,245,848,3,590.16,1770.48
735,245,774,3,477.05,1431.15
736,245,359,2,540.69,1081.38
737,246,451,3,49.85,149.55
738,246,896,1,441.04,441.04
739,246,563,2,870.78,1741.56
740,246,584,1,69.85,69.85
741,247,206,5,421.35,2106.75
742,247,737,3,861.36,2584.08
743,247,399,5,131.41,657.05
744,247,514,1,421.69,421.69
745,248,571,3,319.79,959.37
746,248,286,1,835.02,835.02
747,249,462,5,178.81,894.05
748,249,205,4,140.1,560.4
749,250,136,4,702.74,2810.96
750,250,566,3,608.36,1825.08
751,250,633,3,698.34,2095.02
752,250,112,3,367.27,1101.81
753,251,614,1,302.43,302.43
754,251,271,3,151.82,455.46
755,251,467,3,921.32,2763.96
756,252,355,2,940.82,1881.64
757,252,918,4,712.47,2849.88
758,253,621,2,602.06,1204.12
759,253,411,1,972.66,972.66
760,253,857,4,643.25,2573.0
761,253,22,5,584.78,2923.9
762,254,256,5,161.11,805.55
763,254,151,1,523.25,523.25
764,255,17,1,822.33,822.33
765,255,699,2,214.87,429.74
766,255,609,4,609.12,2436.48
767,255,550,1,183.38,183.38
768,256,654,4,451.32,1805.28
769,256,749,5,371.76,1858.8
770,256,143,3,996.98,2990.94
771,257,322,3,917.58,2752.74
772,257,208,1,172.9,172.9
773,257,625,2,276.23,552.46
774,258,186,2,417.93,835.86
775,258,124,2,312.33,624.66
776,259,561,1,874.88,874.88
777,259,409,5,999.6,4998.0
778,259,22,2,584.78,1169.56
779,259,814,3,938.2,2814.6
780,260,839,2,358.17,716.34
781,260,793,2,922.06,1844.12
782,260,735,2,445.7,891.4
783,260,234,2,215.09,430.18
784,261,148,2,259.87,519.74
785,261,313,3,112.47,337.41
786,261,142,3,475.8,1427.4
787,262,921,4,42.74,170.96
788,262,871,1,598.09,598.09
789,263,220,5,125.51,627.55
790,263,538,1,282.89,282.89
791,263,261,5,752.78,3763.9
792,263,599,5,869.44,4347.2
793,264,555,2,858.97,1717.94
794,264,687,2,42.37,84.74
795,264,220,2,125.51,251.02
796,265,181,5,294.51,1472.55
797,265,962,3,415.1,1245.3
798,266,773,4,53.6,214.4
799,266,123,5,909.42,4547.1
800,266,598,5,532.88,2664.4
801,267,84,1,717.86,717.86
802,267,521,1,213.35,213.35
803,267,785,5,498.43,2492.15
804,268,202,2,723.72,1447.44
805,268,960,1,683.89,683.89
806,268,246,2,116.88,233.76
807,269,960,3,683.89,2051.67
808,269,733,2,141.81,283.62
809,269,83,3,680.57,2041.71
810,270,678,3,146.49,439.47
811,270,846,3,119.81,359.43
812,270,264,4,232.0,928.0
813,271,159,4,421.34,1685.36
814,271,29,1,336.9,336.9
815,272,529,5,144.07,720.35
816,272,941,5,331.89,1659.45
817,272,505,3,981.87,2945.61
818,273,170,2,813.29,1626.58
819,273,674,3,815.6,2446.8
820,273,629,4,115.9,463.6
821,274,33,2,750.65,1501.3
822,274,504,3,334.65,1003.95
823,275,881,3,478.83,1436.49
824,275,664,1,432.11,432.11
825,275,538,2,282.89,565.78
826,275,803,4,364.7,1458.8
827,276,867,2,171.03,342.06
828,276,149,1,866.26,866.26
829,276,770,1,504.61,504.61
830,277,675,1,618.34,618.34
831,277,851,5,710.11,3550.55
832,277,253,1,457.04,457.04
833,278,974,4,389.71,1558.84
834,278,500,2,733.81,1467.62
835,278,978,4,495.28,1981.12
836,278,765,4,175.29,701.16
837,279,779,3,507.02,1521.06
838,279,978,5,495.28,2476.4
839,279,365,5,393.01,1965.05
840,280,453,4,894.2,3576.8
841,280,978,1,495.28,495.28
842,280,745,3,898.93,2696.79
